minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
513,good,3.329598609,7.69,6.16,2.84,8.33,17.5,3.67,8.34,23.9,9.36,38,99.9
514,good,3.329598609,7.69,6.14,2.86,8.36,18.22,3.74,8.21,23.01,10.21,37.9,99.9
515,good,3.329598609,7.75,6.19,2.89,8.36,16.96,3.71,8.99,24.01,10.01,37.9,99.9
516,good,3.329598609,7.69,6.24,2.86,8.3,16.22,3.69,9.24,22.59,9.93,37.8,99.9
517,good,3.329598609,7.72,6.16,2.89,8.36,16.59,3.65,8.41,21.97,10.05,37.8,99.9
518,good,3.329598609,7.72,6.29,2.88,8.3,16.88,3.65,9.54,23.34,10.01,37.8,99.9
519,good,3.329598609,7.75,6.26,2.88,8.26,17.98,3.69,8.68,26.33,9.48,37.7,99.9
520,good,3.329598609,7.66,6.26,2.86,8.3,17.26,3.71,10.37,24.24,9.29,37.7,99.9
521,good,3.329598609,7.81,6.16,2.68,10.21,37.48,4.31,10.04,36.57,10.61,37.6,99.9
522,good,3.329598609,8.63,6.32,2.83,11.71,37.73,4.88,9.88,38.83,11.48,37.4,53.1
523,good,3.329598609,9.18,6.29,2.8,12.88,38.76,5.25,10.16,41.05,11.52,37.1,47.6
524,good,3.329598609,9.66,6.34,2.84,13.41,38.5,5.5,11.47,42.94,11.85,36.8,47.3
525,good,3.329598609,10.13,6.32,2.88,14.07,40.11,5.84,10.84,44.66,12.18,36.6,46.7
526,good,3.329598609,10.53,6.26,2.94,14.65,41.54,6.08,11.47,46.83,12.18,36.4,51.5
527,good,3.329598609,10.7,6.21,1.95,17.01,42.13,7.32,15.56,48.82,11.85,36.2,53.6
528,good,3.329598609,11.48,6.24,1.5,13.25,31.26,8.44,11.76,43.5,8.52,35.3,51.4
529,good,3.329598609,10.57,5.64,1.39,11.95,21.18,6.7,15.42,40.8,6,35.2,50.7
530,good,3.329598609,10.33,6.21,1.41,11.17,17.26,5.79,11.15,36.14,6.99,35.1,51.8
531,good,3.329598609,9.86,5.86,1.44,10.79,15.4,5.23,7.93,32.81,7.16,35.1,58.5
532,good,3.329598609,9.33,5.55,1.49,9.9,14.51,4.86,12.51,29.77,6.05,35,69.6
533,good,3.329598609,9.08,5.48,2.96,10.05,15.01,4.69,7.57,30.41,5.93,35,78.5
534,good,3.329598609,8.66,5.57,2.48,9.44,14.32,4.43,12.56,26.86,5.69,35,85
535,good,3.329598609,8.42,5.52,2.73,9.97,13.34,4.23,8.38,25.07,5.64,35,90
536,good,3.329598609,8.1,6.26,3.09,8.66,13.91,4.13,7.05,22.8,5.57,35,91.4
537,good,3.329598609,7.81,6.34,2.27,8.36,12.54,3.85,8.95,21.77,5.4,35,93.2
538,good,3.329598609,7.78,6.39,3.02,8.56,13.97,4.04,12.25,21.57,5.38,35,94.8
539,good,3.329598609,7.63,6.26,2.44,9.37,14.82,3.95,7.93,21.67,5.38,35,96.1
540,good,3.329598609,7.6,6.37,2.06,9.08,11.9,3.82,11.85,21.18,5.31,35,97.1
541,good,3.37380026,7.42,6.24,1.96,8.49,11.25,3.65,6.78,17.84,5.29,35,98.1
542,good,3.37380026,7.07,6.29,1.85,8.1,11.47,3.62,8.99,16.81,5.2,35,98.9
543,good,3.37380026,7.04,6.26,1.82,8.63,12.09,3.58,7.93,16.6,5.13,35,99.6
544,good,3.37380026,7.01,6.32,2.96,8.94,13.57,3.58,6.89,17.32,5.2,35,99.9
545,good,3.37380026,6.93,6.34,1.97,9.08,14.2,3.64,12.77,18.23,5.15,35,99.9
546,good,3.37380026,6.99,6.39,2.03,7.98,13.57,3.65,10.29,18.55,5.13,35,99.9
547,good,3.37380026,6.99,6.37,1.78,7.67,13.23,3.71,8.85,19.37,5.13,35,99.9
548,good,3.37380026,6.99,6.26,2.06,7.76,12.7,3.71,11.95,19.72,5.15,35,99.9
549,good,3.37380026,7.04,6.26,1.74,7.82,13.85,3.73,10.2,20.99,5.13,35,99.9
550,good,3.37380026,6.96,6.34,2.36,7.79,13.91,3.8,7.16,23.45,5.17,35,99.9
551,good,3.37380026,7.01,6.34,3.16,7.88,14.57,3.76,9.81,22.91,5.15,35,99.9
552,good,3.37380026,7.01,6.32,2,7.91,11.66,3.69,11.66,19.63,5.11,35,99.9
553,good,3.37380026,7.04,6.32,2.02,7.94,11.66,3.6,12.1,18.96,5.13,35,99.9
554,good,3.37380026,7.01,6.26,1.99,7.98,11.52,3.62,6.7,18.63,5.15,35,99.9
555,good,3.37380026,6.99,6.32,1.88,7.94,12.24,3.58,8.21,18.47,5.11,35,99.9
556,good,3.37380026,6.96,6.32,2.16,7.91,13.02,3.58,6.05,19.12,5.11,35,99.9
557,good,3.37380026,6.96,6.26,1.83,7.91,12.34,3.62,11.61,19.04,5.11,35,99.9
558,good,3.37380026,6.9,6.09,1.82,7.82,12.86,3.6,7.05,20.34,5.09,35,99.9
559,good,3.37380026,6.9,6.01,1.79,7.79,12.59,3.6,9.85,20.25,5.13,35,99.9
560,good,3.37380026,6.96,6.04,1.78,7.88,12.44,3.6,8.38,20.16,5.15,35,99.9
561,good,3.37380026,6.87,6.01,1.78,7.79,12.54,3.57,7.28,19.98,5.06,35,99.9
562,good,3.37380026,6.87,5.99,1.77,7.79,12.65,3.57,6.67,20.34,5.17,35,99.9
563,good,3.37380026,6.85,5.94,1.71,7.79,12.59,3.57,8.88,20.34,5.22,35,99.9
564,good,3.37380026,6.85,6.04,1.73,7.76,12.86,3.55,10.45,20.25,5.17,35,99.9
565,good,3.37380026,6.82,5.99,1.73,7.73,12.54,3.6,11.95,19.89,5.2,35,99.9
566,good,3.37380026,6.85,5.84,1.77,7.67,12.96,3.51,10.97,19.04,5.15,35,99.9
567,good,3.37380026,6.79,5.91,1.75,7.64,12.14,3.57,9.35,19.55,5.17,35,99.9
568,good,3.37380026,6.82,5.94,1.74,7.64,12.24,3.51,11.66,19.29,5.24,34.9,99.9
569,good,3.37380026,6.68,5.96,1.73,7.64,11.07,3.46,11.85,17.62,5.02,34.9,99.9
570,good,3.37380026,6.65,5.94,1.74,7.61,11.95,3.5,11.8,17.84,5.06,34.9,99.9
571,good,3.37380026,6.68,5.96,1.75,7.61,12.19,3.5,8.51,18.47,5.04,34.9,99.9
572,good,3.37380026,6.71,5.96,1.74,7.64,11.9,3.5,6.73,18.96,4.98,34.9,99.9
573,good,3.37380026,6.65,5.96,1.78,7.64,13.18,3.51,8.78,21.09,4.98,34.9,99.9
574,good,3.37380026,6.71,5.96,1.79,7.67,11.99,3.53,5.98,19.89,5,34.9,99.9
575,good,3.37380026,6.57,5.96,1.82,7.64,10.1,3.46,6.73,17.32,5,34.9,99.9
576,good,3.37380026,6.55,5.99,1.77,7.58,9.9,3.44,6.29,13.58,5.02,34.9,99.9
577,good,3.37380026,6.41,6.04,1.73,7.64,10.51,3.32,8.28,12.59,4.93,34.9,99.9
578,good,3.37380026,6.39,6.01,1.77,7.58,11.11,3.39,11.61,13.42,5,34.8,99.9
579,good,3.37380026,6.33,5.99,1.78,7.58,11.34,3.36,8.71,13.31,4.89,34.8,99.9
580,good,3.37380026,6.31,5.99,1.9,7.49,11.02,3.38,6.54,13.36,4.89,34.8,99.9
581,good,3.37380026,6.36,5.05,1.83,7.46,12.19,3.44,7.42,14.85,4.89,34.8,99.9
582,good,3.37380026,6.44,4.89,1.86,7.49,11.95,3.46,11.06,14.85,4.95,34.8,99.9
583,good,3.37380026,6.47,4.87,1.79,7.54,13.12,3.51,10.25,15.28,4.93,34.8,99.9
584,good,3.37380026,6.49,4.96,1.79,7.49,12.49,3.5,5.98,16.06,4.93,34.8,99.9
585,good,3.37380026,6.49,4.94,1.78,7.54,13.57,3.51,10.54,18.39,4.93,34.8,99.9
586,good,3.37380026,6.47,4.94,1.78,7.54,12.65,3.55,10.37,18.07,4.93,34.8,99.9
587,good,3.37380026,6.55,4.94,1.78,7.54,11.99,3.5,6.42,16.88,4.91,34.8,99.9
588,good,3.37380026,6.6,4.94,1.81,7.54,12.24,3.51,6.32,16.4,4.95,34.7,99.9
589,good,3.37380026,6.6,4.98,1.79,7.54,11.57,3.46,7.62,15.03,4.98,34.8,99.9
590,good,3.37380026,6.57,4.98,1.82,7.49,11.99,3.5,7.93,14.97,5,34.8,99.9
591,good,3.37380026,6.57,5.18,1.82,7.4,12.59,3.44,11.33,15.34,4.98,34.8,99.9
592,good,3.37380026,6.47,5.18,1.74,7.52,12.29,3.39,10.45,14.14,4.91,34.7,99.9
593,good,3.37380026,6.36,5.18,1.82,7.46,11.75,3.41,9.69,13.1,4.89,34.7,99.9
594,good,3.37380026,6.33,5.2,1.85,7.43,11.99,3.39,6,12.49,4.91,34.6,99.9
595,good,3.37380026,6.28,5.22,1.93,7.43,11.8,3.41,8.15,13.15,4.93,34.6,99.9
596,good,3.37380026,6.18,5.25,1.92,7.49,11.99,3.36,8.12,12.59,4.91,34.6,99.9
597,good,3.37380026,6.23,5.05,2.09,7.49,11.9,3.36,6.52,12.39,4.89,34.6,99.9
598,good,3.37380026,6.23,5.16,1.79,7.4,12.09,3.17,12.61,12.69,4.89,34.6,99.9
599,good,3.37380026,6.18,5.18,1.88,7.34,12.04,3.36,6.75,12.84,4.84,34.6,99.9
600,good,3.37380026,6.26,6.37,1.83,7.31,12.54,3.38,7,13.69,4.89,34.6,99.9
601,good,3.509222854,6.26,6.32,2.78,7.37,13.51,3.43,7.68,16.06,4.84,34.6,99.9
602,good,3.509222854,6.28,6.24,1.86,7.34,13.23,3.43,6.83,15.41,4.91,34.5,99.9
603,good,3.509222854,6.44,6.21,1.86,7.37,13.79,3.44,9.85,15.47,4.95,34.5,99.9
604,good,3.509222854,6.44,6.19,3.01,7.34,13.29,3.44,6.7,15.99,4.93,34.5,99.9
605,good,3.509222854,6.44,6.16,3.02,7.37,14.03,3.48,8.95,18.07,4.98,34.5,99.9
606,good,3.509222854,6.44,6.11,1.83,7.37,13.29,3.46,6.22,16.53,4.98,34.5,99.9
607,good,3.509222854,6.33,6.16,1.85,7.37,12.65,3.46,9.88,16.46,4.89,34.5,99.9
608,good,3.509222854,6.39,6.14,2.86,7.25,14.88,3.44,9.17,16.88,4.91,34.5,99.9
609,good,3.509222854,6.33,6.19,3.04,7.37,14.95,3.39,8.34,16.74,4.95,34.5,99.9
610,good,3.509222854,6.39,6.11,3.09,7.28,14.95,3.41,5.91,16.26,4.93,34.5,99.9
611,good,3.509222854,6.44,6.09,3.06,7.37,15.27,3.39,7.05,16.53,4.95,34.5,99.9
612,good,3.509222854,6.41,6.04,3.04,7.34,14.38,3.38,9.96,15.66,4.98,34.5,99.9
613,good,3.509222854,6.31,6.01,3.07,7.28,15.4,3.41,6.52,16.74,4.89,34.4,99.9
614,good,3.509222854,6.33,6.06,3.07,7.28,14.51,3.41,6.44,16.33,4.98,34.5,99.9
615,good,3.509222854,6.36,6.09,3.09,7.31,14.2,3.36,7.28,14.91,4.98,34.4,99.9
616,good,3.509222854,6.23,6.09,3.11,7.34,14.14,3.32,5.88,14.73,4.98,34.4,99.9
617,good,3.509222854,6.28,6.09,2.06,7.34,13.97,3.31,9.88,13.69,4.93,34.4,99.9
618,good,3.509222854,6.23,6.04,1.95,7.25,11.52,3.31,7.28,13.31,4.98,34.4,99.9
619,good,3.509222854,6.13,6.09,3.16,7.22,12.14,3.27,6.78,12.05,4.89,34.4,99.9
620,good,3.509222854,6.26,6.04,3.12,7.13,13.4,3.26,7.84,12.59,4.89,34.4,99.9
621,good,3.509222854,6.18,6.04,3.11,7.25,12.65,3.27,6.67,11.45,5,34.4,99.9
622,good,3.509222854,6.13,6.01,3.14,7.25,13.07,3.22,10.37,11.09,4.95,34.4,99.9
623,good,3.509222854,6.15,5.91,3.12,7.22,12.54,3.26,8.02,11.09,4.95,34.4,99.9
624,good,3.509222854,6.13,5.94,3.16,7.19,13.07,3.26,6.29,11.01,4.89,34.4,99.9
625,good,3.509222854,6.08,5.91,3.16,7.19,12.91,3.21,5.77,10.88,4.93,34.4,99.9
626,good,3.509222854,6.21,5.96,1.9,7.22,12.96,3.22,6.29,11.14,4.91,34.4,99.9
627,good,3.509222854,6.18,5.96,2.1,7.19,11.75,3.22,6.54,11.23,4.89,34.4,99.9
628,good,3.509222854,6.15,5.96,1.81,7.25,11.85,3.22,6.89,11.63,4.95,34.3,99.9
629,good,3.509222854,6.21,5.94,1.78,7.22,11.11,3.24,5.77,11.27,4.98,34.4,99.9
630,good,3.509222854,6.23,5.99,1.99,7.13,11.34,3.26,6.44,10.88,4.89,34.3,99.9
631,good,3.509222854,6.15,5.99,1.66,7.13,10.98,3.19,6.14,11.45,4.93,34.4,99.9
632,good,3.509222854,6.23,6.01,1.69,7.11,11.11,3.26,6.39,11.31,4.89,34.3,99.9
633,good,3.509222854,6.21,6.04,1.89,7.13,10.81,3.22,8.41,11.23,4.93,34.3,99.9
634,good,3.509222854,6.23,6.01,1.74,7.11,10.55,3.19,7.16,10.42,5,34.3,99.9
635,good,3.509222854,6.13,6.04,1.88,7.08,10.22,3.19,6.17,9.41,4.89,34.3,99.9
636,good,3.509222854,6.03,6.06,1.71,7.11,10.22,3.14,9.5,9.16,4.91,34.3,99.9
637,good,3.509222854,5.95,6.04,1.7,7.08,10.18,3.16,6.54,8.7,4.89,34.3,99.9
638,good,3.509222854,5.93,5.99,2.19,7.08,10.51,3.09,6.75,8.63,4.87,34.3,99.9
639,good,3.509222854,5.95,5.99,1.67,7.02,10.51,3.11,9.92,8.4,4.84,34.3,99.9
640,good,3.509222854,5.95,5.99,1.71,6.99,10.81,3.09,7.81,8.57,4.91,34.3,99.9
641,good,3.509222854,5.88,6.04,1.78,7.05,10.85,3.08,9.39,8.63,4.87,34.2,99.9
642,good,3.509222854,5.98,6.06,1.74,7.05,10.76,3.11,9.58,8.6,4.89,34.2,99.9
643,good,3.509222854,5.88,5.96,1.81,7.02,10.51,3.09,6.6,8.24,4.87,34.2,99.9
644,good,3.509222854,5.85,5.36,1.85,6.99,10.76,3.09,6.78,7.98,4.84,34.2,99.9
645,good,3.509222854,5.85,6.01,1.67,7.05,10.38,3.08,6.7,7.58,4.84,34.2,99.9
646,good,3.509222854,5.88,6.04,1.62,7.02,10.55,3.08,6.54,7.55,4.87,34.2,99.9
647,good,3.509222854,5.83,6.06,1.66,6.96,10.85,3.04,7.45,7.64,4.89,34.2,99.9
648,good,3.509222854,5.9,5.96,1.63,6.96,10.55,3.09,7.11,7.79,4.82,34.2,99.9
649,good,3.509222854,5.88,6.06,1.65,6.99,10.89,3.06,8.75,7.67,4.95,34.2,99.9
650,good,3.509222854,5.88,6.11,1.63,6.94,10.85,3.08,9.02,7.67,4.89,34.1,99.9
651,good,3.509222854,5.85,6.34,1.62,6.85,10.72,3.04,9.35,7.67,4.76,34.2,99.9
652,good,3.509222854,5.88,6.21,1.62,6.96,10.59,3.04,6.22,7.7,4.87,34.2,99.9
653,good,3.509222854,5.95,6.26,1.65,6.96,11.29,3.03,6.44,7.86,4.93,34.2,99.9
654,good,3.509222854,5.98,6.29,1.66,7.05,10.85,3.06,5.68,7.67,4.93,34.2,99.9
655,good,3.509222854,5.88,6.21,1.62,7.02,10.26,3.04,6.39,6.72,4.91,34.2,99.9
656,good,3.509222854,5.95,6.32,1.66,6.99,10.81,3.01,7.33,6.53,4.95,34.1,99.9
657,good,3.509222854,5.85,6.26,1.63,6.96,10.59,3.01,6.89,6.46,5.02,34.1,99.9
658,good,3.509222854,5.8,6.21,1.66,6.94,10.81,2.99,6.37,6.17,4.89,34.1,99.9
659,good,3.509222854,5.8,6.21,1.66,6.94,11.02,3.03,6.94,6.3,4.84,34.1,99.9
660,good,3.509222854,5.76,6.26,1.66,6.94,11.16,2.98,6.17,6.25,4.87,34.1,99.9
661,good,3.551342097,5.8,6.29,1.66,6.99,11.11,3.01,8.64,6.3,4.84,34.1,99.9
662,good,3.551342097,5.68,6.34,1.63,7.05,10.85,3.01,6.57,5.97,4.84,34.1,99.9
663,good,3.551342097,5.68,6.37,1.67,6.96,11.16,2.98,6.75,5.9,4.82,34.1,99.9
664,good,3.551342097,5.71,6.32,1.66,7.02,11.02,2.98,6.14,5.92,4.82,34.1,99.9
665,good,3.551342097,5.78,6.01,1.66,6.94,11.43,2.99,6.62,5.95,4.82,34,99.9
666,good,3.551342097,5.73,6.19,1.66,6.99,11.25,2.98,5.54,5.99,4.91,34.1,99.9
667,good,3.551342097,5.78,6.29,1.66,6.94,11.11,2.99,6.37,5.9,4.82,34,99.9
668,good,3.551342097,5.78,6.37,1.66,6.94,11.25,2.98,8.18,5.58,4.82,34,99.9
669,good,3.551342097,5.68,6.29,1.65,6.94,10.94,2.95,8.05,5.42,4.87,34,99.9
670,good,3.551342097,5.73,6.21,1.66,6.94,11.11,2.98,8.38,5.4,4.84,34,99.9
671,good,3.551342097,5.73,6.37,1.67,6.94,10.98,2.96,8.05,5.28,4.82,34,99.9
672,good,3.551342097,5.71,6.34,1.69,6.94,11.43,2.95,6.32,5.49,4.87,34,99.9
673,good,3.551342097,5.61,6.37,1.67,6.99,11.38,2.95,5.95,5.26,4.89,34,99.9
674,good,3.551342097,5.64,6.21,1.67,6.99,9.34,2.96,7.99,4.78,4.84,34,99.9
675,good,3.551342097,5.64,6.37,1.66,6.94,11.61,2.9,6.27,5.02,4.87,34,99.9
676,good,3.551342097,5.64,6.34,1.66,6.91,12.24,2.91,5.98,5.28,4.82,34,99.9
677,good,3.551342097,5.59,6.21,1.67,6.94,11.66,2.95,5.72,5.24,4.8,34,99.9
678,good,3.551342097,5.71,6.32,1.71,6.85,11.75,2.93,8.25,5.26,4.89,34,99.9
679,good,3.551342097,5.59,6.29,1.79,6.8,10.98,2.91,8.51,5.02,4.76,34,99.9
680,good,3.551342097,5.66,6.26,1.85,6.8,11.2,2.91,6.6,5.04,4.82,34,99.9
681,good,3.551342097,5.59,6.19,1.7,6.83,10.94,2.91,6.52,4.89,4.76,34,99.9
682,good,3.551342097,5.66,6.14,1.7,6.77,10.94,2.91,6.1,4.82,4.82,33.9,99.9
683,good,3.551342097,5.59,6.24,1.69,6.8,10.68,2.88,6.37,4.8,4.93,33.9,99.9
684,good,3.551342097,5.56,6.24,1.73,6.69,11.2,2.91,6.54,5.06,4.8,33.9,99.9
685,good,3.551342097,5.61,6.14,1.74,6.77,11.52,2.91,7.96,4.97,4.8,33.9,99.9
686,good,3.551342097,5.56,6.14,1.7,6.77,11.25,2.88,6.37,4.93,4.8,33.9,99.9
687,good,3.551342097,5.66,6.09,1.82,6.83,11.34,2.93,5.84,4.91,4.89,33.9,99.9
688,good,3.551342097,5.66,6.11,1.75,6.8,11.66,2.93,8.54,4.87,4.87,33.9,99.9
689,good,3.551342097,5.64,6.11,1.78,6.77,11.66,2.9,6,4.7,4.8,33.9,99.9
690,good,3.551342097,5.52,6.11,1.75,6.72,11.11,2.82,7.78,4.43,4.76,33.9,99.9
691,good,3.551342097,5.61,6.14,1.83,6.83,11.9,2.9,7.19,4.7,4.87,33.9,99.9
692,good,3.551342097,5.61,6.21,1.93,6.85,11.61,2.91,6.42,4.59,4.87,33.9,99.9
693,good,3.551342097,5.59,6.24,3.04,6.83,11.99,2.85,7.19,4.25,4.8,33.9,99.9
694,good,3.551342097,5.59,6.26,3.09,6.85,12.75,2.85,6.39,4.15,4.8,33.9,99.9
695,good,3.551342097,5.47,6.14,3.07,6.85,12.86,2.79,5.98,4.17,4.84,33.9,99.9
696,good,3.551342097,5.49,6.14,3.09,6.77,13.34,2.8,6.22,4.02,4.84,33.8,99.9
697,good,3.551342097,5.42,6.24,3.04,6.83,13.51,2.79,6.32,4.04,4.87,33.9,99.9
698,good,3.551342097,5.52,6.29,3.06,6.77,13.68,2.82,5.39,4.11,4.82,33.9,99.9
699,good,3.551342097,5.47,6.29,2.07,6.72,12.65,2.82,5.22,4.06,4.8,33.8,99.9
700,good,3.551342097,5.49,6.29,1.61,6.77,12.44,2.82,8.41,4.06,4.82,33.8,99.9
701,good,3.551342097,5.42,6.26,1.57,6.77,11.85,2.8,8.02,4,4.78,33.9,99.9
702,good,3.551342097,5.42,6.26,1.62,6.74,11.57,2.85,5.79,4.08,4.74,33.8,99.9
703,good,3.551342097,5.45,6.26,1.67,6.66,11.29,2.84,6,4.11,4.72,33.8,99.9
704,good,3.551342097,5.49,6.29,1.61,6.66,11.61,2.82,6.17,4.02,4.78,33.8,99.9
705,good,3.551342097,5.33,6.29,1.63,6.64,11.07,2.76,7.33,3.85,4.67,33.8,99.9
706,good,3.551342097,5.38,6.06,1.63,6.55,11.16,2.8,6.78,3.72,4.65,33.8,99.9
707,good,3.551342097,5.47,6.11,1.77,6.64,11.43,2.8,7.51,3.83,4.8,33.8,99.9
708,good,3.551342097,5.45,6.26,1.74,6.64,11.25,2.79,5.45,3.83,4.78,33.8,99.9
709,good,3.551342097,5.38,6.29,1.62,6.69,11.25,2.77,5.54,3.87,4.78,33.8,99.9
710,good,3.551342097,5.47,6.29,1.63,6.61,11.25,2.82,5.28,3.81,4.74,33.8,99.9
711,good,3.551342097,5.4,6.29,1.65,6.66,10.68,2.79,5.72,3.79,4.8,33.8,99.9
712,good,3.551342097,5.45,6.24,1.63,6.58,10.47,2.84,7.22,3.79,4.72,33.8,99.9
713,good,3.551342097,5.35,6.26,1.63,6.58,10.18,2.74,5.24,3.3,4.8,33.8,99.9
714,good,3.551342097,5.31,6.24,1.62,6.53,10.81,2.77,6.14,3.52,4.78,33.8,99.9
715,good,3.551342097,5.26,6.24,1.61,6.5,10.3,2.79,7.78,3.65,4.72,33.8,99.9
716,good,3.551342097,5.28,6.21,1.61,6.53,10.02,2.76,8.25,3.45,4.72,33.8,99.9
717,good,3.551342097,4.91,6.14,1.61,6.53,11.11,2.77,8.15,3.49,4.74,33.7,99.9
718,good,3.551342097,5.22,6.16,1.61,6.58,11.47,2.76,7.3,3.47,4.74,33.7,99.9
719,good,3.551342097,5.24,6.29,1.61,6.53,11.34,2.73,7.51,3.51,4.8,33.7,99.9
720,good,3.551342097,5.15,6.19,1.59,6.42,10.94,2.73,7.71,3.4,4.7,33.7,99.9
721,good,3.634910689,5.22,6.19,1.63,6.5,10.38,2.74,7.25,3.42,4.74,33.7,99.9
722,good,3.634910689,5.08,6.26,1.63,6.48,11.25,2.68,5.15,3.32,4.67,33.7,99.9
723,good,3.634910689,5.13,6.19,1.61,6.58,10.89,2.73,6.1,3.38,4.7,33.7,99.9
724,good,3.634910689,5.17,6.19,1.62,6.53,11.38,2.73,6.37,3.38,4.7,33.7,99.9
725,good,3.634910689,5.02,6.04,1.58,6.45,10.81,2.68,8.02,3.2,4.61,33.7,99.9
726,good,3.634910689,5.1,6.01,1.59,6.58,11.61,2.7,7.81,3.32,4.7,33.7,99.9
727,good,3.634910689,5.1,6.01,1.63,6.5,11.16,2.7,7.28,3.28,4.78,33.7,99.9
728,good,3.634910689,5.13,6.24,1.61,6.53,11.16,2.73,5.98,3.3,4.74,33.7,99.9
729,good,3.634910689,5.15,6.11,1.61,6.4,11.34,2.71,6.07,3.32,4.63,33.7,99.9
730,good,3.634910689,5.15,6.24,1.62,6.53,11.34,2.73,5.43,3.28,4.72,33.7,99.9
731,good,3.634910689,5.13,6.19,1.59,6.55,10.85,2.7,8.15,3.18,4.63,33.7,99.9
732,good,3.634910689,5.1,5.89,1.62,6.48,11.61,2.7,7.75,3.21,4.57,33.7,99.9
733,good,3.634910689,5.15,6.16,1.61,6.42,11.43,2.71,6.12,3.23,4.61,33.7,99.9
734,good,3.634910689,5.02,6.16,1.58,6.42,11.02,2.67,7.22,3.13,4.47,33.7,99.9
735,good,3.634910689,4.95,6.19,1.58,6.34,10.81,2.67,5.65,3.13,4.53,33.7,99.9
736,good,3.634910689,4.84,6.21,1.59,6.32,10.26,2.59,6.42,3.01,4.41,33.7,99.9
737,good,3.634910689,4.8,6.16,1.59,6.4,10.26,2.58,7.54,2.98,4.43,33.7,99.9
738,good,3.634910689,4.75,6.21,1.59,6.42,10.51,2.59,6.44,2.98,4.43,33.6,99.9
739,good,3.634910689,4.71,6.21,1.57,5.74,10.81,2.9,7.6,2.98,4.39,33.7,99.9
740,good,3.634910689,4.8,6.24,1.58,6.42,11.29,2.61,5.34,3.01,4.45,33.6,99.9
741,good,3.634910689,4.8,6.24,1.62,6.4,11.25,2.59,5.91,3.05,4.43,33.7,99.9
742,good,3.634910689,4.86,6.24,1.59,6.4,11.47,2.67,5.86,3.08,4.41,33.7,99.9
743,good,3.634910689,4.82,6.26,1.58,6.24,10.55,2.59,5.43,2.93,4.39,33.7,99.9
744,good,3.634910689,4.82,6.24,1.61,6.29,11.07,2.62,7.16,2.93,4.33,33.7,99.9
745,good,3.634910689,4.78,6.24,1.61,6.37,11.07,2.53,5.84,2.92,4.39,33.7,99.9
746,good,3.634910689,4.75,6.16,1.58,6.32,10.85,2.58,6.05,2.92,4.35,33.7,99.9
747,good,3.634910689,4.71,6.21,1.57,6.29,10.89,2.56,7.6,2.92,4.31,33.7,99.9
748,good,3.634910689,4.71,6.21,1.59,6.24,11.07,2.55,5.03,2.9,4.33,33.7,99.9
749,good,3.634910689,4.8,6.21,1.58,6.29,10.63,2.62,6.91,2.95,4.39,33.7,99.9
750,good,3.634910689,4.73,6.04,1.58,6.24,10.72,2.58,6.73,2.93,4.37,33.7,99.9
751,good,3.634910689,4.69,6.21,1.57,6.27,10.34,2.58,5.19,2.85,4.27,33.6,99.9
752,good,3.634910689,4.78,6.24,1.59,6.19,10.89,2.58,5.24,2.87,4.27,33.6,99.9
753,good,3.634910689,4.8,6.14,1.58,6.19,10.76,2.59,5.41,2.9,4.31,33.6,99.9
754,good,3.634910689,4.73,6.21,1.59,6.24,11.07,2.56,5.95,2.89,4.27,33.6,99.9
755,good,3.634910689,4.78,6.21,1.58,6.24,11.11,2.59,5.41,2.93,4.33,33.6,99.9
756,good,3.634910689,4.78,6.21,1.57,6.22,11.07,2.61,5.65,2.9,4.29,33.6,99.9
757,good,3.634910689,4.82,6.19,1.61,6.16,11.34,2.56,5.63,2.82,4.37,33.6,99.9
758,good,3.634910689,4.95,5.55,1.63,6.32,12.44,2.64,7.81,2.95,4.41,33.6,99.9
759,good,3.634910689,4.86,6.04,1.62,6.22,11.47,2.59,5.86,2.93,4.39,33.6,99.9
760,good,3.634910689,4.93,5.96,1.63,6.32,11.85,2.62,6.02,2.97,4.43,33.6,99.9
761,good,3.634910689,4.91,6.04,1.55,6.32,11.85,2.62,5.86,2.95,4.41,33.6,99.9
762,good,3.634910689,4.86,6.04,1.57,6.22,12.14,2.59,5.54,2.85,4.39,33.6,99.9
763,good,3.634910689,4.91,6.09,1.57,6.29,13.29,2.58,7,2.92,4.35,33.6,99.9
764,good,3.634910689,4.84,6.09,1.53,6.24,12.49,2.61,6.05,2.89,4.35,33.5,99.9
765,good,3.634910689,4.8,6.14,1.55,6.24,12.7,2.55,7,2.87,4.33,33.6,99.9
766,good,3.634910689,4.82,5.99,1.57,6.29,13.74,2.58,7.16,2.87,4.43,33.5,99.9
767,good,3.634910689,4.91,6.11,1.55,6.14,13.23,2.62,7.45,2.87,4.41,33.5,99.9
768,good,3.634910689,4.93,6.06,1.57,6.45,13.97,2.62,7.68,2.92,4.45,33.5,99.9
769,good,3.634910689,4.97,6.14,1.55,6.42,14.03,2.65,6.78,2.9,4.49,33.5,99.9
770,good,3.634910689,4.95,6.14,1.57,6.37,13.91,2.64,5.22,2.87,4.51,33.5,99.9
771,good,3.634910689,4.91,6.14,1.55,6.37,14.03,2.62,5.17,2.87,4.41,33.5,99.9
772,good,3.634910689,4.86,6.11,1.57,6.45,14.32,2.59,7.05,2.89,4.49,33.5,99.9
