minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Humidity,Temperature
511,good,3.491995156,22.86,6.5,6.22,18.13,6.48,7.47,11.52,17.1,15.75,72.8,38
512,good,3.491995156,22.86,6.53,6.32,18.05,6.48,7.47,11.42,17.25,15.82,72.7,38
513,good,3.491995156,23.28,6.66,6.4,18.13,6.46,7.44,11.33,17.32,15.88,72.8,38
514,good,3.491995156,23.28,6.72,6.45,17.97,6.4,7.47,11.33,17.32,15.95,72.8,38
515,good,3.491995156,23.61,6.72,6.53,17.97,6.46,7.44,11.24,17.32,15.95,72.8,38.1
516,good,3.491995156,23.5,6.74,6.61,18.2,6.48,7.38,11.19,17.32,16.02,72.8,38
517,good,3.491995156,23.72,6.8,6.64,17.97,6.43,7.41,11.1,17.32,16.22,72.9,38
518,good,3.491995156,23.61,6.77,6.56,17.89,6.33,7.47,11.29,17.39,16.22,72.3,37.6
519,good,3.491995156,23.5,6.8,6.59,18.05,6.28,7.47,11.24,17.39,16.08,72.9,38
520,good,3.491995156,23.18,6.63,6.45,17.89,6.23,7.56,11.42,17.1,15.75,72.9,38.1
521,good,3.491995156,23.28,6.69,6.56,17.82,6.23,7.65,11.38,17.32,15.75,72.9,38.1
522,good,3.491995156,23.39,6.69,6.64,18.05,6.25,7.62,11.33,17.25,15.69,72.8,38.2
523,good,3.491995156,23.5,6.69,6.64,17.89,6.23,7.62,11.33,17.1,15.88,72.8,38.2
524,good,3.491995156,23.5,6.77,6.72,17.82,6.23,7.59,11.24,17.17,16.15,72.8,38.2
525,good,3.491995156,23.72,6.77,6.75,17.82,6.25,7.53,11.15,17.25,16.28,72.7,38.2
526,good,3.491995156,24.17,6.88,6.83,17.74,6.2,7.59,11.1,17.25,16.08,72.8,38.2
527,good,3.491995156,24.06,6.94,6.89,17.82,6.23,7.56,11.06,17.25,15.88,72.6,38.2
528,good,3.491995156,24.4,6.99,6.92,17.67,6.2,7.56,11.15,17.39,16.08,72.7,38.2
529,good,3.491995156,24.29,6.99,6.92,17.82,6.18,7.65,11.15,17.25,16.15,72.7,38.2
530,good,3.491995156,24.29,6.91,6.94,17.74,6.18,7.65,11.29,17.25,16.08,72.7,38.2
531,good,3.491995156,23.95,6.94,6.97,17.59,6.13,7.68,11.19,17.17,16.15,72.8,38.2
532,good,3.491995156,24.29,6.94,6.97,17.67,6.13,7.65,11.24,17.17,16.15,72.8,38.5
533,good,3.491995156,24.4,6.97,7,17.52,6.11,7.74,11.38,17.25,15.82,72.7,38.3
534,good,3.491995156,24.17,7.05,6.78,17.37,5.87,7.89,11.29,17.1,15.88,72.7,38.3
535,good,3.491995156,23.07,6.63,6.25,17.52,5.59,8.31,12.15,16.74,15.75,72.6,38.2
536,good,3.491995156,22.86,6.42,6.35,17.44,5.7,8.28,12.4,16.74,15.62,72.6,38.3
537,good,3.491995156,23.18,6.42,6.48,17.3,5.75,8.18,12.3,16.81,15.56,72.6,38.3
538,good,3.491995156,23.39,6.47,6.61,17.22,5.8,8.41,12.05,16.81,15.82,72.7,38.3
539,good,3.491995156,23.39,6.55,6.72,17.22,5.82,8.08,12,16.74,15.82,72.6,38.5
540,good,3.491995156,23.61,6.66,6.78,17.37,5.84,8.05,11.8,16.88,15.88,72.6,38.4
541,good,3.577146403,23.83,6.72,6.86,17.15,5.82,8.08,11.76,16.88,15.88,72.7,38.4
542,good,3.577146403,24.17,6.83,6.94,17.22,5.87,8.11,11.85,16.96,15.95,72.5,38
543,good,3.577146403,24.29,6.83,7.06,17.15,5.89,8.11,11.85,17.03,16.02,72.5,38.4
544,good,3.577146403,24.17,6.83,7.11,17.08,5.91,8.08,11.8,16.88,16.02,72.5,38.4
545,good,3.577146403,24.63,6.88,7.11,17.3,5.94,8.05,11.71,17.1,16.15,72.5,38.4
546,good,3.577146403,24.63,6.91,7.23,17.3,5.91,8.08,11.66,17.03,16.22,72.5,38.4
547,good,3.577146403,24.87,6.94,7.26,17.01,5.89,8.15,11.71,17.03,16.22,72.5,38.4
548,good,3.577146403,23.07,6.53,5.94,16.72,4.96,8.99,12.88,16.53,15.62,72.4,38.4
549,good,3.577146403,20.97,5.79,5.37,16.51,4.8,9.75,14.63,15.99,14.76,72.4,38.1
550,good,3.577146403,20.69,5.52,5.51,16.79,4.96,9.87,14.89,15.66,14.46,72.4,38.4
551,good,3.577146403,21.25,5.57,5.75,16.72,5.15,9.72,14.83,15.86,14.34,72.4,38.4
552,good,3.577146403,21.54,5.72,5.99,16.72,5.28,9.53,14.44,15.92,14.52,72.4,38.4
553,good,3.577146403,22.34,5.99,6.35,16.93,5.48,9.45,14.08,16.12,14.82,72.4,38.4
554,good,3.577146403,23.39,6.47,6.83,17.3,5.8,9.72,14.08,16.74,15.43,72.4,38.4
555,good,3.577146403,23.72,6.61,7.03,17.3,5.82,9.53,13.66,16.88,15.95,72.5,38.4
556,good,3.577146403,24.06,6.58,7.11,17.15,5.89,9.24,13.32,16.74,15.95,72.4,38.3
557,good,3.577146403,24.52,6.83,7.38,17.22,5.98,9.2,13.15,16.96,16.22,72.5,38.4
558,good,3.577146403,24.87,6.85,7.43,17.08,5.96,9.13,12.99,16.88,16.42,72.5,38.4
559,good,3.577146403,24.87,6.88,7.52,16.93,5.89,9.16,12.99,16.88,16.28,72.5,38.4
560,good,3.577146403,24.99,7.02,7.62,16.79,5.98,8.88,12.56,16.88,16.49,72.5,38.6
561,good,3.577146403,25.23,7.14,7.77,16.93,6.01,8.99,12.61,16.96,16.49,72.5,38.5
562,good,3.577146403,25.6,7.16,7.83,16.72,6.03,8.92,12.51,17.1,16.7,72.5,38.5
563,good,3.577146403,24.63,6.91,7.06,16.31,5.48,9.09,12.77,16.6,16.22,72.7,38.5
564,good,3.577146403,24.52,6.72,7.14,16.51,5.57,9.42,13.43,16.67,16.22,72.4,38.5
565,good,3.577146403,24.29,6.69,7.29,16.58,5.61,9.42,13.37,16.6,16.02,72.5,38.5
566,good,3.577146403,23.83,6.34,6.97,16.11,5.43,9.06,13.09,16.06,15.43,72.5,38.5
567,good,3.577146403,23.83,6.37,7.11,15.91,5.45,8.88,12.82,16.06,15.56,72.4,38.7
568,good,3.577146403,24.52,6.5,7.29,15.84,5.5,8.81,12.4,15.92,15.88,72.3,38.5
569,good,3.577146403,24.75,6.58,7.43,15.91,5.61,8.67,12.3,16.12,15.43,72.3,38.5
570,good,3.577146403,24.87,6.77,7.62,15.71,5.61,8.61,12.25,16.26,15.75,73,39.6
571,good,3.577146403,25.11,6.83,7.71,15.65,5.66,8.61,12.1,16.26,15.95,72.3,38.5
572,good,3.577146403,25.6,6.88,7.83,15.58,5.66,8.57,11.9,16.19,16.15,72.3,38.5
573,good,3.577146403,25.6,6.97,7.92,15.91,5.68,8.47,11.85,16.19,16.28,72.3,38.5
574,good,3.577146403,25.85,6.99,8.02,15.58,5.68,8.44,11.76,16.4,16.08,72.3,38.5
575,good,3.577146403,25.72,7.05,8.11,15.65,5.7,8.37,11.76,16.33,16.42,72.2,38.6
576,good,3.577146403,25.72,7.11,8.15,15.45,5.63,8.44,11.71,16.4,16.7,72.3,38.6
577,good,3.577146403,25.85,7.11,8.21,15.52,5.63,8.47,11.76,16.26,16.7,72.2,38.6
578,good,3.577146403,25.72,7.14,8.28,15.33,5.61,8.47,11.66,16.46,16.77,72.2,38.6
579,good,3.577146403,25.97,7.14,8.28,15.39,5.61,8.51,11.71,16.26,16.84,72.2,38.6
580,good,3.577146403,25.72,7.14,8.31,15.2,5.59,8.47,11.71,16.26,16.7,72.2,38.6
581,good,3.577146403,25.85,7.16,8.37,15.26,5.59,8.54,11.76,16.33,16.84,72.2,38.5
582,good,3.577146403,25.72,7.14,8.18,15.08,5.5,8.64,12,16.4,16.77,72.2,38.6
583,good,3.577146403,25.85,7.05,8.28,15.08,5.5,8.71,11.9,16.19,16.56,72.2,38.6
584,good,3.577146403,25.85,7.16,8.34,15.14,5.45,8.74,11.9,16.33,16.42,72.1,38.8
585,good,3.577146403,26.1,7.14,8.21,14.83,5.41,8.81,12.05,16.26,16.28,72.1,38.6
586,good,3.577146403,25.72,7.05,8.31,15.02,5.43,8.78,12.05,16.12,16.35,72.1,38.6
587,good,3.577146403,25.85,7.11,8.34,14.95,5.41,8.81,11.9,16.12,16.08,72.8,39.1
588,good,3.577146403,25.23,6.99,7.8,14.83,5.19,9.02,12.56,16.06,16.22,72.1,38.6
589,good,3.577146403,22.86,6.37,5.84,14.53,4.18,10.59,14.38,15.41,15.18,72.2,38.6
590,good,3.577146403,21.25,5.32,5.44,15.45,4.27,11.37,16.05,14.67,14,72.2,38.6
591,good,3.577146403,21.64,5.25,5.99,14.42,4.58,11.01,15.77,14.67,13.89,72.1,38.6
592,good,3.577146403,22.54,5.5,6.45,14.42,4.8,10.51,14.89,14.79,14.46,72.2,38.6
593,good,3.577146403,23.07,5.79,6.81,14.3,4.94,10.3,14.51,14.91,14.82,72.2,38.6
594,good,3.577146403,22.96,5.79,6.4,14.3,4.68,10.55,14.57,14.79,15.18,72.1,38.5
595,good,3.577146403,22.96,5.72,6.43,14.18,4.76,10.55,14.83,14.73,15.12,72.2,38.6
596,good,3.577146403,23.28,5.81,6.83,14.13,4.94,10.34,14.44,14.91,15.06,72.3,38.6
597,good,3.577146403,24.17,5.94,7.2,14.18,5.06,10.06,14.02,15.03,15.31,72.4,38.6
598,good,3.577146403,23.83,6.06,6.83,14.18,4.82,10.3,14.2,14.91,15.43,72.3,38.6
599,good,3.577146403,24.06,6.01,7.06,14.01,4.98,10.26,14.08,15.03,15.5,72.3,38.6
600,good,3.577146403,24.52,6.16,7.32,14.01,5.04,10.06,13.84,15.03,15.43,72.4,38.6
601,good,3.623039747,24.06,6.16,7.11,14.01,4.92,10.3,13.96,15.03,15.5,72.4,38.8
602,good,3.623039747,24.17,6.19,7.26,13.84,4.98,10.22,13.96,15.09,15.56,72.5,38.6
603,good,3.623039747,24.52,6.24,7.43,13.9,5.04,9.91,13.84,15.03,15.62,72.5,38.6
604,good,3.623039747,24.4,6.19,7.38,13.84,4.98,10.18,14.02,15.03,15.5,73.1,39.3
605,good,3.623039747,24.75,6.29,7.71,13.84,5.06,10.14,13.6,15.03,15.75,72.4,38.6
606,good,3.623039747,25.11,6.45,7.89,13.79,5.09,10.03,13.43,15.15,15.82,72.4,38.6
607,good,3.623039747,25.72,6.66,8.15,13.62,5.19,9.83,13.09,15.15,15.95,72.5,38.6
608,good,3.623039747,25.72,6.74,8.28,13.62,5.19,9.79,12.99,15.22,16.15,72.4,38.6
609,good,3.623039747,26.36,6.8,8.37,13.51,5.26,9.75,12.93,15.41,16.42,72.5,38.6
610,good,3.623039747,26.23,6.91,8.44,13.57,5.21,9.72,12.82,15.41,16.35,72.5,38.6
611,good,3.623039747,26.1,6.85,8.08,13.41,5.04,9.99,13.21,15.28,15.88,72.5,38.6
612,good,3.623039747,25.72,6.8,8.11,13.35,5,10.06,13.32,15.22,15.95,72.5,38.6
613,good,3.623039747,25.85,6.77,7.99,13.25,4.92,10.3,13.32,15.15,15.75,72.6,38.6
614,good,3.623039747,25.85,6.77,8.08,13.25,4.94,10.3,13.43,15.15,15.69,72.5,38.6
615,good,3.623039747,26.1,6.83,8.31,13.14,5.02,10.18,13.32,15.09,15.75,72.5,38.6
616,good,3.623039747,25.97,6.97,8.44,13.19,5.04,10.18,13.15,15.22,15.82,72.5,38.6
617,good,3.623039747,26.36,7.05,8.51,13.04,5.06,10.43,12.93,15.28,15.82,72.5,38.6
618,good,3.623039747,26.23,7.05,8.51,13.04,5.06,10.06,13.09,15.22,16.22,72.5,38.8
619,good,3.623039747,26.36,7.08,8.64,13.09,5.06,10.22,12.93,15.28,16.22,72.5,38.6
620,good,3.623039747,26.48,7.16,8.81,13.04,5.09,10.14,12.77,15.22,15.69,72.5,38.6
621,good,3.623039747,25.72,7.34,8.92,12.83,5.13,10.06,12.66,15.41,16.42,72.5,38.3
622,good,3.623039747,27.01,7.49,9.09,12.93,5.15,10.06,12.51,15.41,16.42,72.5,38.6
623,good,3.623039747,27.15,7.58,8.78,12.78,4.94,10.26,12.56,15.41,16.77,72.5,38.6
624,good,3.623039747,25.72,6.99,7.38,12.63,4.44,11.28,13.84,14.91,16.28,72.5,38.6
625,good,3.623039747,24.4,6.47,6.86,12.58,4.31,11.87,14.7,14.55,15.5,72.5,38.6
626,good,3.623039747,23.83,6.26,6.92,12.48,4.39,12.01,15.02,14.43,15.31,72.5,38.6
627,good,3.623039747,24.06,6.29,7.23,12.58,4.54,11.87,14.83,14.49,15.25,72.6,38.6
628,good,3.623039747,24.52,6.37,7.52,12.58,4.64,11.69,14.51,14.43,15.5,72.1,37.9
629,good,3.623039747,24.99,6.66,7.77,12.48,4.74,11.55,14.2,14.61,15.62,72.6,38.6
630,good,3.623039747,25.6,6.77,7.99,12.33,4.82,11.46,14.02,14.55,15.82,72.6,38.6
631,good,3.623039747,26.1,6.97,8.18,12.23,4.88,11.37,13.72,14.67,16.08,72.7,38.6
632,good,3.623039747,26.23,7.14,8.34,12.23,4.94,11.23,13.49,14.73,16.08,72.6,38.6
633,good,3.623039747,26.62,7.37,8.57,12.28,5,11.19,13.09,14.91,16.42,72.7,38.6
634,good,3.623039747,26.75,7.49,8.78,12.19,5.04,11.1,12.88,14.97,16.56,72.7,38.6
635,good,3.623039747,27.15,7.7,8.85,12.14,5.06,11.06,12.82,14.97,16.63,72.6,38.8
636,good,3.623039747,27.28,7.82,8.95,12.04,5.13,11.06,12.66,15.15,16.7,72.7,38.6
637,good,3.623039747,27.01,9.63,9.06,12.09,5.13,11.1,12.66,15.03,16.7,72.7,38.6
638,good,3.623039747,27.15,8.11,9.06,11.95,5.13,11.1,12.51,15.09,16.7,72.6,38.4
639,good,3.623039747,27.42,8.14,9.06,11.9,5.09,11.28,12.45,15.22,16.77,72.6,38.6
640,good,3.623039747,27.28,8.23,9.09,11.85,5.06,11.28,12.4,15.22,16.77,72.6,38.7
641,good,3.623039747,27.55,8.27,9.13,11.9,5.09,11.32,12.4,15.09,16.77,72.7,38.6
642,good,3.623039747,27.01,8.33,8.95,11.85,5.02,11.55,12.51,15.15,16.7,72.6,38.6
643,good,3.623039747,27.01,8.23,8.88,11.71,4.98,11.73,12.51,15.15,16.7,72.7,38.6
644,good,3.623039747,27.01,8.27,8.85,11.71,4.96,11.78,12.51,15.03,16.7,72.7,38.6
645,good,3.623039747,26.36,8.3,8.51,11.62,4.88,12.01,12.82,15.03,16.7,72.6,38.8
646,good,3.623039747,23.72,7.64,6.02,11.53,3.83,14.16,14.57,14.61,15.88,72.7,38.6
647,good,3.623039747,21.25,6.14,5.34,11.4,3.74,15.69,17.1,13.58,14.29,72.8,38.7
648,good,3.623039747,20.97,5.79,5.65,11.35,4,15.56,17.18,13.47,13.83,73.4,39.6
649,good,3.623039747,21.84,5.94,6.07,11.31,4.27,15,16.72,13.42,14,72.7,38.7
650,good,3.623039747,22.44,6.26,6.53,11.31,4.5,14.45,15.91,13.64,14.46,72.8,38.6
651,good,3.623039747,23.18,6.61,6.97,11.35,4.66,14.05,15.09,13.86,14.88,72.8,38.7
652,good,3.623039747,23.95,6.94,7.11,11.31,4.74,13.88,14.63,13.91,15,72.8,38.7
653,good,3.623039747,24.17,7.25,7.29,11.31,4.82,13.71,14.32,14.08,15.18,72.8,38.7
654,good,3.623039747,24.52,7.34,7.41,11.17,4.86,13.71,14.08,14.26,15.25,72.8,38.7
655,good,3.623039747,24.75,7.61,7.58,11.17,4.94,13.54,13.84,14.2,15.56,72.8,38.7
656,good,3.623039747,24.99,7.73,7.58,11.09,4.9,13.65,13.84,14.26,15.43,72.8,38.7
657,good,3.623039747,24.63,7.79,7.46,11,4.86,13.76,13.78,14.31,15.43,72.8,38.7
658,good,3.623039747,24.75,7.85,7.55,11.04,4.88,13.65,13.66,14.26,15.5,72.8,38.7
659,good,3.623039747,24.99,8.04,7.65,11,4.9,13.82,13.49,14.37,15.69,72.8,38.6
660,good,3.623039747,24.99,8.14,7.52,10.87,4.82,13.93,13.37,14.37,15.56,72.8,38.7
661,good,3.670310206,24.63,8.14,7.35,10.87,4.68,14.05,13.43,14.43,15.5,72.8,38.7
662,good,3.670310206,24.17,8.07,7.09,10.79,4.68,14.39,13.72,14.31,15.5,72.8,38.8
663,good,3.670310206,23.83,7.88,7.06,10.87,4.66,14.75,13.96,14.2,15.31,72.8,38.6
664,good,3.670310206,23.95,7.95,7.23,10.83,4.74,14.57,13.66,14.31,15.43,72.8,38.6
665,good,3.670310206,24.06,8.23,7.29,10.7,4.78,14.57,13.54,14.26,15.37,72.8,38.4
666,good,3.670310206,24.17,8.33,7.38,10.74,4.82,14.63,13.32,14.31,15.62,72.8,38.7
667,good,3.670310206,24.4,8.57,7.46,10.7,4.86,14.69,13.04,14.49,15.56,72.9,38.6
668,good,3.670310206,24.4,8.77,7.46,10.62,4.88,14.63,12.99,14.49,15.75,72.9,38.7
669,good,3.670310206,24.52,8.87,7.49,10.66,4.9,14.75,12.93,14.61,15.62,72.8,38.7
670,good,3.670310206,24.4,8.94,7.49,10.54,4.92,14.87,12.77,14.61,15.82,72.8,38.7
671,good,3.670310206,23.72,8.94,6.72,10.45,4.64,15.37,13.43,14.61,15.62,72.9,38.7
672,good,3.670310206,22.44,8.37,6.22,10.41,4.41,16.43,14.32,14.31,15.18,72.9,38.9
673,good,3.670310206,22.14,8.04,6.25,10.41,4.39,16.71,14.44,13.97,14.82,72.9,38.7
674,good,3.670310206,22.03,8.07,6.4,10.45,4.48,16.5,14.32,14.03,14.76,73,38.7
675,good,3.670310206,22.14,8.27,6.48,10.41,4.52,16.57,13.96,14.08,14.76,73.7,39.7
676,good,3.670310206,22.03,8.4,6.38,10.37,4.5,16.71,14.02,14.03,14.88,73,38.7
677,good,3.670310206,22.14,8.4,6.32,10.21,4.48,16.86,14.2,14.08,14.76,73,38.7
678,good,3.670310206,21.93,8.43,6.04,10.21,4.27,17.22,14.2,13.97,14.58,73.1,38.7
679,good,3.670310206,17.85,7.14,4.22,10.17,3.41,20.99,17.42,13.15,13.45,73.1,38.7
680,good,3.670310206,16.62,6.16,4.1,10.05,3.52,22.39,19.05,12.54,12.42,73.1,38.7
681,good,3.670310206,16.42,5.91,4.24,10.05,3.72,22.18,19.14,12.39,12.27,73.1,38.8
682,good,3.670310206,17.26,6.11,4.52,9.97,4,21.67,18.25,12.39,12.32,73,38.8
683,good,3.670310206,17.93,6.5,4.79,10.05,4.2,20.7,17.18,12.69,12.62,72.9,38.7
684,good,3.670310206,18.95,6.97,5.05,9.94,4.43,19.97,16.34,12.94,13.13,72.9,38.7
685,good,3.670310206,19.45,7.4,5.28,9.97,4.58,19.62,15.7,13.05,13.4,73,38.8
686,good,3.670310206,20.06,7.73,5.41,9.94,4.72,19.1,15.02,13.21,13.78,72.9,38.7
687,good,3.670310206,20.6,8.17,5.55,9.86,4.82,18.77,14.38,13.47,14,72.9,38.7
688,good,3.670310206,20.88,8.43,5.6,9.9,4.86,18.53,14.26,13.53,14.11,72.9,38.7
689,good,3.670310206,20.88,8.67,5.63,9.9,4.92,18.77,13.9,13.64,14.46,72.9,38.9
690,good,3.670310206,20.97,8.91,5.6,9.86,4.92,18.77,13.66,13.69,14.34,72.9,38.7
691,good,3.670310206,20.88,11.54,5.53,9.78,4.92,18.85,13.6,13.86,14.4,72.9,38.7
692,good,3.670310206,20.88,9.16,5.39,9.74,4.84,19.19,13.54,13.8,14.29,72.8,38.5
693,good,3.670310206,20.69,9.23,5.32,9.67,4.84,19.44,13.49,13.8,14.23,72.8,38.8
694,good,3.670310206,20.42,9.34,5.23,9.67,4.82,19.53,13.43,13.91,14.17,72.8,38.8
695,good,3.670310206,20.33,9.41,5.14,9.7,4.8,19.97,13.49,13.8,14.17,72.9,38.8
696,good,3.670310206,19.29,9.16,4.64,9.59,4.39,20.99,14.02,13.69,13.94,72.8,38.8
697,good,3.670310206,18.55,8.8,4.38,9.55,4.24,21.87,14.76,13.58,13.67,72.8,38.8
698,good,3.670310206,18.31,8.57,4.46,9.52,4.29,22.18,16.12,13.47,13.29,72.8,38.8
699,good,3.670310206,18.63,8.63,4.52,9.48,4.41,22.18,14.51,13.36,13.34,73.5,39
700,good,3.670310206,18.87,9.01,4.52,9.52,4.48,21.87,14.2,13.58,13.34,72.8,38.8
701,good,3.670310206,18.87,9.09,4.42,9.52,4.5,21.97,14.02,13.58,13.4,73,38.8
702,good,3.670310206,18.87,9.3,4.38,9.55,4.6,22.08,13.96,13.64,13.5,73,38.8
703,good,3.670310206,18.87,9.45,4.2,9.52,4.58,21.97,13.96,13.8,13.61,73.1,38.8
704,good,3.670310206,18.47,9.41,3.89,9.41,4.33,22.81,14.26,13.58,13.29,73.1,38.8
705,good,3.670310206,17.11,8.94,3.52,10.21,4,24.15,15.42,13.42,12.82,73.2,38.8
706,good,3.670310206,16.76,8.57,3.45,9.3,4.02,24.99,15.56,13.05,12.42,73.2,38.7
707,good,3.670310206,16.55,8.57,3.4,9.37,4.11,24.99,15.56,13.15,12.42,73.2,38.8
708,good,3.670310206,16.62,8.74,3.31,9.33,4.15,24.99,15.22,13.15,12.98,73.3,38.8
709,good,3.670310206,16.55,8.87,3.24,9.3,4.16,25.24,15.29,13.15,12.47,73.2,38.7
710,good,3.670310206,16.48,8.84,3.19,9.3,4.15,25.61,15.49,13.1,12.27,73.2,38.7
711,good,3.670310206,16.62,8.91,3.12,9.22,4.18,25.49,15.09,13.05,12.18,73.3,38.7
712,good,3.670310206,16.62,9.09,3.11,9.19,4.26,25.74,14.89,13.05,12.27,73.4,38.7
713,good,3.670310206,16.62,9.34,3.06,9.22,4.29,25.61,14.7,13.26,12.47,73.3,38.7
714,good,3.670310206,16.76,9.63,3.01,9.19,4.39,25.74,14.14,13.21,12.62,73.4,38.7
715,good,3.670310206,16.62,9.79,2.96,9.19,4.41,26.26,13.96,13.26,12.57,73.3,38.8
716,good,3.670310206,16.69,9.86,2.92,9.15,4.46,25.24,13.84,13.42,12.72,73.4,38.9
717,good,3.670310206,16.83,10.26,2.89,9.04,4.54,25.36,13.54,13.53,12.72,73.4,38.8
718,good,3.670310206,15.31,9.41,2.81,9.04,4.11,26.93,14.76,13.21,12.32,73.5,38.8
719,good,3.670310206,15.37,9.48,2.81,9.08,4.24,27.06,14.7,13.31,12.13,73.4,38.4
720,good,3.670310206,15.24,9.56,2.76,9.01,3.9,27.48,14.63,13.26,12.23,73.4,38.8
721,good,3.721808051,13.83,8.77,2.73,9.01,3.78,29.25,15.77,12.79,11.57,73.5,38.8
722,good,3.721808051,14.28,8.91,2.75,8.94,4.02,28.79,15.42,12.79,11.39,73.5,38.8
723,good,3.721808051,14.64,9.3,2.73,8.9,4.18,28.34,14.89,13,11.71,73.4,38.8
724,good,3.721808051,14.69,9.56,2.73,8.9,4.27,27.76,14.57,13.15,11.85,73.4,38.8
725,good,3.721808051,13.56,9.37,2.7,8.94,3.72,29.88,15.49,12.89,11.52,73.5,38.8
726,good,3.721808051,13.5,8.94,2.72,8.87,4.04,29.88,15.56,12.89,11.39,72.9,37.7
727,good,3.721808051,13.89,9.37,2.7,8.83,4.18,28.94,14.96,13,11.39,73.5,38.8
728,good,3.721808051,14.17,9.75,2.72,8.8,4.31,28.94,14.51,13.05,11.43,73.6,38.8
729,good,3.721808051,14.06,10.02,2.68,8.87,4.27,29.25,14.63,13.1,11.26,73.6,38.8
730,good,3.721808051,13.72,9.98,2.7,8.83,4.13,30.2,15.09,13,10.99,73.5,38.8
731,good,3.721808051,13.45,9.86,2.67,8.8,4.04,30.53,15.15,13,10.87,73.5,38.8
732,good,3.721808051,13.13,9.75,2.68,8.73,4.11,30.86,15.15,12.79,10.65,73.7,38.8
733,good,3.721808051,13.13,9.9,2.67,8.73,4.07,31.03,15.02,12.84,10.65,73.6,38.8
734,good,3.721808051,13.03,9.98,2.65,8.7,4.07,30.86,14.89,12.89,10.7,73.7,38.7
735,good,3.721808051,12.87,10.3,2.65,8.7,4.13,31.03,14.63,12.89,10.7,73.8,38.7
736,good,3.721808051,11.13,9.3,2.62,8.73,3.36,34.31,16.27,12.54,10.29,73.8,38.6
737,good,3.721808051,10.33,8.23,2.59,8.66,3.3,36.16,17.67,12,9.59,73.8,38.7
738,good,3.721808051,10.25,7.92,2.61,8.7,3.49,36.16,17.67,11.81,9.4,73.9,38.7
739,good,3.721808051,10.49,8.23,2.61,8.66,3.79,35.53,17.18,12,9.48,74,38.7
740,good,3.721808051,10.95,8.6,2.62,8.6,4.06,34.51,16.2,12.19,9.66,73.9,38.7
741,good,3.721808051,11.04,9.01,2.62,8.66,4.26,33.73,15.49,12.34,9.89,74,38.7
742,good,3.721808051,11.21,9.52,2.62,8.63,4.35,32.61,15.02,12.64,10.01,74.1,38.7
743,good,3.721808051,11.21,9.86,2.62,8.53,4.44,32.61,14.57,12.64,9.93,74,38.9
744,good,3.721808051,11,10.22,2.62,8.56,4.52,32.61,14.44,12.84,9.93,74,38.7
745,good,3.721808051,10.62,10.3,2.59,8.49,4.44,32.79,14.57,12.89,9.78,74,38.8
746,good,3.721808051,10.13,10.3,2.59,8.49,4.37,33.73,14.89,12.94,9.51,74.6,39.7
747,good,3.721808051,9.66,10.18,2.59,8.46,4.33,33.73,14.89,12.89,9.4,73.9,38.8
748,good,3.721808051,9.22,10.18,2.59,8.46,4.22,34.12,14.76,12.79,9.26,73.8,38.8
749,good,3.721808051,8.46,9.52,2.61,8.49,3.69,36.82,16.12,12.54,8.83,73.8,38.7
750,good,3.721808051,8.23,9.09,2.54,8.43,3.74,37.26,16.49,12.34,8.46,73.8,38.8
751,good,3.721808051,8.16,9.09,2.54,8.43,3.88,37.26,16.2,12.24,8.32,73.8,38.8
752,good,3.721808051,8.03,9.3,2.56,8.46,4.02,36.16,15.77,12.59,8.46,73.8,38.8
753,good,3.721808051,7.66,9.45,2.54,8.39,3.81,36.82,16.49,12.44,8.26,73.7,38.8
754,good,3.721808051,7.36,8.84,2.56,8.36,3.71,37.95,17.1,12.19,7.75,73.7,38.7
755,good,3.721808051,7.36,8.94,2.51,8.3,3.79,38.89,16.87,12.15,7.6,73.7,38.8
756,good,3.721808051,7.24,9.01,2.54,8.36,3.86,38.65,16.64,12.24,7.6,73.7,38.8
757,good,3.721808051,7.24,9.19,2.53,8.3,3.95,38.18,16.34,12.34,7.6,73.8,38.8
758,good,3.721808051,7.13,9.41,2.53,8.26,4,38.41,15.84,12.39,7.51,73.7,38.7
759,good,3.721808051,7.1,9.63,2.53,8.26,4,38.65,15.7,12.34,7.3,73.7,38.7
760,good,3.721808051,6.99,9.75,2.54,8.23,4.02,38.18,15.77,12.44,7.13,73.7,38.9
761,good,3.721808051,6.93,9.9,2.51,8.23,4.02,39.13,15.77,12.49,7.01,73.7,38.7
762,good,3.721808051,6.6,9.56,2.51,8.2,3.62,40.13,16.34,12.34,6.79,73.7,38.7
763,good,3.721808051,6.47,9.12,2.53,8.2,3.59,40.9,16.79,12.05,6.52,74.3,39.6
764,good,3.721808051,6.39,8.84,2.51,8.17,3.64,42.24,17.18,11.96,6.31,73.6,38.8
765,good,3.721808051,6.33,8.98,2.51,8.17,3.76,42.24,16.79,12.05,6.23,73.6,38.8
766,good,3.721808051,6.33,9.23,2.3,8.17,3.88,41.43,16.42,12.05,6.16,73.6,38.8
767,good,3.721808051,6.21,9.56,2.54,8.2,3.93,41.43,16.2,12.15,6.03,73.6,38.8
768,good,3.721808051,6.18,9.6,2.51,8.1,3.91,41.96,16.57,12.29,6,73.6,38.8
769,good,3.721808051,6.08,10.46,2.51,8.13,3.79,42.8,17.1,12.15,5.22,73.6,38.8
